country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year",iso,relpct,region
Romania,2016,5.96887064,9.980818747999999,0.809229195,66.85708618,0.8217206,-0.121515714,0.9490445259999999,0.694415331,0.257763505,0.181354657,0.391211659,0.179332837,2.199886322,0.368559897,,0.290928571,0.372027576,ROU,99.9,Central and Eastern Europe
Russia,2016,5.85494566,10.08689213,0.910927355,62.83301926,0.713606298,-0.19476279600000002,0.925462723,0.636298656,0.142497227,0.584303796,-1.052689075,-0.572887778,2.090198994,0.35699716200000003,,0.39925,0.365685463,RUS,68.0,Commonwealth of Independent States
Rwanda,2016,3.332989931,7.48085165,0.6651309129999999,56.80096817,0.9107363820000001,0.029825214,0.158601388,0.752310693,0.285384238,0.993604362,-0.632573783,0.24401642399999998,1.895575166,0.568731129,,0.5055,0.602567494,RWA,98.3,Sub-Saharan Africa
Saudi Arabia,2016,6.473921299,10.82890034,0.889932334,63.93227768,0.774267733,-0.157428324,,0.792998552,0.26629266100000004,,-1.136798382,0.253979713,2.070084572,0.319757462,,,0.582817852,SAU,100.0,Middle East and North Africa
Senegal,2016,4.59453392,7.774625301,0.838994384,57.63402557,0.743729651,-0.071341716,0.794353724,0.7838179470000001,0.244851768,0.630876184,0.053708926,-0.20653204600000002,1.8151446580000001,0.395066112,,0.40233333299999996,0.422206491,SEN,100.0,Sub-Saharan Africa
Serbia,2016,5.752754688,9.526796341,0.894894958,65.55382538,0.614370823,-0.070948005,0.889765203,0.534827054,0.298126608,0.450123101,0.130402133,-0.070651695,2.436187744,0.42348194100000003,,0.3059,0.34906199600000004,SRB,95.0,Central and Eastern Europe
Sierra Leone,2016,4.732953072,7.221711159,0.6567234989999999,43.98784256,0.6812021140000001,0.11716105800000001,0.863264859,0.583939135,0.45618069200000005,0.70091027,-0.14390333,-0.932833195,3.5278203489999997,0.7453740240000001,,0.371,0.6748092170000001,SLE,100.0,Sub-Saharan Africa
Singapore,2016,6.033480644,11.30766296,0.925128222,75.72083282,0.903735638,0.12549780300000002,0.047311152999999995,0.8239887359999999,0.110942468,0.930617273,0.622577965,2.0729994769999998,1.3020879029999999,0.215810403,,,0.428276867,SGP,87.0,Southeast Asia
Slovakia,2016,5.993163109,10.28273392,0.945179105,68.42127228,0.700098515,-0.07781429599999999,0.9166091679999999,0.774416089,0.23209157600000002,0.372222155,0.782842278,0.677511692,1.916009426,0.319699198,,0.267454545,0.282240212,SVK,84.2,Central and Eastern Europe
Slovenia,2016,5.936821461,10.3067131,0.9344873429999999,70.94329071,0.903551102,-0.062880538,0.8384743929999999,0.6262055639999999,0.271624178,0.24984510199999999,0.996108115,0.9112949370000001,2.1072878840000002,0.35495221600000004,,0.24909090899999997,0.360811561,SVN,70.0,Central and Eastern Europe
Somalia,2016,4.6679410930000005,,0.594416559,47.78492737,0.917322814,,0.44080174,0.8914231659999999,0.193282232,0.7006816859999999,-2.081905603,-2.126179695,2.17738986,0.466456145,,,0.491746068,SOM,100.0,Sub-Saharan Africa
South Africa,2016,4.769739628,9.414111137,0.875389755,54.38278198,0.774136424,-0.081525691,0.812858999,0.785723627,0.301327765,0.483122289,0.256476521,0.151557788,2.7798213960000004,0.582803607,,0.6225,0.568359911,ZAF,99.0,Sub-Saharan Africa
South Korea,2016,5.970564365,10.46269894,0.811163485,74.04169464,0.590956032,0.015434953999999999,0.861816347,0.676223397,0.232732683,0.237081572,0.398182631,0.924594283,2.129230738,0.356621355,,0.319,0.388548255,KOR,48.0,East Asia
South Sudan,2016,2.888112307,7.461285591,0.532151818,49.5784874,0.439919025,0.01706657,0.7853177790000001,0.6147706510000001,0.549256921,0.45628756299999995,-2.044661045,-1.846153021,2.9095623489999998,1.007426977,,0.46299999999999997,0.7402030829999999,SDN,100.0,Sub-Saharan Africa
Spain,2016,6.318612099,10.41478729,0.941736817,74.36359406,0.7681737540000001,-0.057693832,0.8185585740000001,0.6528161170000001,0.300829351,0.30251666899999996,0.7731038929999999,0.906595349,1.6061495540000001,0.254193395,,0.344545455,0.384632498,ESP,70.0,Western Europe
Sweden,2016,7.368744372999999,10.75068665,0.912060678,72.74526978,0.918036401,0.131626412,0.246182442,0.815695107,0.200606912,0.485791326,1.241599798,1.976513028,1.63049984,0.22127240899999998,,0.267454545,0.425117075,SWE,68.5,Western Europe
Switzerland,2016,7.458519936,10.95832348,0.9276282790000001,73.17375946,0.933947086,0.075722456,0.301562965,0.779470801,0.20631672399999998,0.7985367179999999,1.39024353,1.980968714,1.694410086,0.22717779899999999,,0.32757142899999997,0.5107927320000001,CHE,84.6,Western Europe
Taiwan Province of China,2016,6.512850761,,0.894989252,70.97999573,0.718925178,,0.8105210070000001,0.83315289,0.10830541699999999,0.40471333299999995,0.981160998,1.163956642,1.964969754,0.301706553,,,0.39637091799999996,TWN,100.0,East Asia
Tajikistan,2016,5.1037211419999995,7.923922062000001,0.8566569690000001,62.81229782,0.7030268909999999,0.00938015,0.6318878529999999,0.644484639,0.219799668,0.844887733,-1.232459188,-1.091291428,1.673879862,0.327972442,,0.31875,0.33632460200000003,TJK,99.9,Commonwealth of Independent States
Tanzania,2016,2.90273428,7.856814861,0.63775593,55.99645233,0.77548492,0.17036719600000003,0.739247262,0.693552375,0.245985955,0.8995608690000001,-0.293201685,-0.47067692899999997,2.513808489,0.8660140040000001,,0.384666667,0.607147813,TZA,99.5,Sub-Saharan Africa
Thailand,2016,6.07363987,9.660334587000001,0.9075436590000001,66.23931885,0.9241456990000001,0.34525889200000004,0.8779783840000001,0.8347583409999999,0.217879668,0.645925045,-1.015279174,0.028222356,2.232674599,0.367600769,,0.40263636399999997,0.47590544799999995,THA,100.0,Southeast Asia
Togo,2016,3.8785784239999996,7.231366634,0.509440958,51.95782089,0.730286777,-0.002163592,0.815044165,0.604244173,0.482885897,0.48585990100000004,-0.353067905,-0.809335232,2.548235893,0.657002568,,0.437333333,0.49921944700000004,,,Sub-Saharan Africa
Tunisia,2016,4.521453381000001,9.282848357999999,0.7018221020000001,65.72189331,0.614438355,-0.179536998,0.8107456559999999,0.612341106,0.37810826299999994,0.34743124200000003,-0.32955092199999997,-0.19398506,2.132902622,0.47172942799999995,,0.381,0.38867470600000004,TUN,100.0,Middle East and North Africa
Turkey,2016,5.326221943,10.07561111,0.879994631,65.57377625,0.64414674,-0.075362623,0.763706565,0.465150654,0.389962941,0.583728254,-1.3165721890000002,-0.028506113,2.388296366,0.44840347799999997,,0.403076923,0.337579966,TUR,100.0,Middle East and North Africa
Turkmenistan,2016,5.887051582000001,9.658122062999999,0.929032266,60.25903702,0.7485044,-0.020934045,,0.636388659,0.25549924399999996,,-1.219764948,-1.56330049,1.15406096,0.19603377600000002,,,0.22347028600000002,TKM,98.3,Commonwealth of Independent States
Uganda,2016,4.233261108,7.430756092,0.7535402179999999,51.46006393,0.739409745,0.144682214,0.811069787,0.667976141,0.41006666399999997,0.6715658309999999,-0.7178010340000001,-0.522682667,3.0954949860000003,0.7312317490000001,,0.43325,0.655537009,UGA,99.1,Sub-Saharan Africa
Ukraine,2016,4.0286903380000005,8.944818497,0.884961367,63.17075348,0.5025419,0.028647501000000002,0.891075134,0.588721693,0.21962425100000002,0.125653401,-0.933315337,-0.654637218,2.041719675,0.50679487,,0.266,0.38591551799999996,UKR,100.0,Commonwealth of Independent States
United Arab Emirates,2016,6.83095026,11.11443233,0.8493798379999999,68.44501495,0.949119508,0.106182665,,0.775128484,0.24466790300000002,,-0.340456009,1.1374734640000002,2.145559549,0.314093858,,,0.5313806529999999,ARE,100.0,Middle East and North Africa
United Kingdom,2016,6.824283599999999,10.57719326,0.954068184,71.79316711,0.821192145,0.23983690100000002,0.45831328600000004,0.775853157,0.22958678,0.40863207,0.808277428,1.719783783,1.628819704,0.23867996,,0.342,0.38293179899999996,GBR,66.25,Western Europe
United States,2016,6.803599834,10.88447571,0.896751285,69.7709198,0.757893085,0.12846604,0.7389195559999999,0.80567354,0.264203817,0.297205657,0.728748739,1.493717551,1.9722027780000002,0.289876372,,0.4068,0.69331491,USA,84.9,North America and ANZ
Uruguay,2016,6.171485424,9.905831337,0.900380909,68.24830627,0.8863719109999999,-0.085954465,0.676212788,0.84154886,0.283180267,0.42313259799999997,1.140277624,0.747620761,2.31823349,0.37563622,,0.4426,0.42816287299999994,URY,83.0,Latin America and Caribbean
Uzbekistan,2016,5.8925390239999995,8.705972672,0.945102155,63.03154373,0.983803034,0.202184632,,0.841676295,0.146897659,0.9780451059999999,-1.115213037,-1.1363945009999998,2.330657482,0.39552685600000004,,0.348,0.564408362,UZB,98.8,Commonwealth of Independent States
Venezuela,2016,4.041114807,9.534058571000001,0.9019492859999999,64.74676514,0.45760157700000004,-0.20690684,0.890124679,0.688201249,0.391754121,0.164021522,-1.080448508,-1.71533525,2.649299622,0.655586302,,0.497166667,0.397182971,VEN,99.5,Latin America and Caribbean
Vietnam,2016,5.0622673030000005,8.692029952999999,0.876323581,66.07563782,0.894351125,-0.09015191300000001,0.7992401720000001,0.536225736,0.222550198,,-0.619271696,-0.19797565,1.767819405,0.349214941,,0.364285714,0.436877966,,,Southeast Asia
Yemen,2016,3.825630903,7.751505375,0.775407016,54.79666519,0.532964051,-0.157162398,,0.469345391,0.22792452600000002,0.267581195,-2.2227659230000003,-1.6421791319999999,2.105525494,0.550373375,,0.35700000000000004,0.41102075600000004,YEM,99.98,Middle East and North Africa
Zambia,2016,4.347543716000001,8.201649666,0.76704663,53.26715088,0.8115745190000001,0.112272955,0.770643592,0.730679512,0.372240722,0.6968915459999999,-0.058470815,-0.460032851,3.1972262860000003,0.7354097959999999,,0.5274,0.68139255,ZMB,95.0,Sub-Saharan Africa
Zimbabwe,2016,3.7354002,7.538829327,0.768425405,51.8000679,0.7329714890000001,-0.065283127,0.72361201,0.7376359109999999,0.20855492399999997,0.6993440390000001,-0.863043964,-1.371214271,2.776363134,0.743257225,,0.43200000000000005,0.596690178,ZWE,98.9,Sub-Saharan Africa
